ID,ORIGINAL_NAME,PRODUCT_NAME,PIECES,WEIGHT,MNEMONIC
36258, ,Barri,p ,25g ,BIM
36259, ,Barri,p ,25g ,BIM
36261, ,Twinkies,1p ,38g ,MLA
36262, ,Twinkies,1p ,38g ,MLA
36269, ,Barra,None,50g ,BIM
36270, ,Colchones,6p ,130g ,BIM
36274, ,Twinkies,2p ,76g ,MLA
36275, ,Twinkies,2p ,76g ,MLA
36277, ,Exhibidor,None,g ,SAN
36278, ,Tortilla,22p ,840g ,DH
36287, ,Tortillas,18p ,630g ,DH
36288, ,Twin,16p ,g ,ORO
36289, ,Twin,16p ,g ,ORO
36290, ,Tortilla,10p ,339g ,DH
36291, ,Galleta,5p ,65g ,TR
36292, ,Galleta,5p ,65g ,TR
36298, ,Suavicremas,None,100g ,MLA
36301, ,Suavicremas,None,100g ,MLA
36304, ,Suavicremas,None,100g ,MLA
36309, ,Galleta,None,57g ,TR
36310, ,Galleta,None,57g ,TR
36318, ,Pan,4p ,293g ,BIM
36319, ,Lors,10p ,98g ,MLA
36320, ,Plativolos,10p ,92g ,MLA
36321, ,Polvoron,6p ,113g ,MLA
36322, ,Principe,10p ,106g ,MLA
36323, ,Principe,None,110g ,MLA
36324, ,Sponch,8p ,120g ,MLA
36325, ,Suavicremas,None,158g ,MLA
36327, ,Canelitas,None,90g ,MLA
36328, ,Rocko,10p ,44g ,MLA
36329, ,Saladas,None,175g ,LAR
36332, ,Deliciosas,None,180g ,LAR
36333, ,Principe,8p ,60g ,MLA
36334, ,Triki,8p ,69g ,MLA
36335, ,Polvorones,18p ,250g ,MLA
36336, ,Principe,14p ,152g ,MLA
36337, ,Triki,20p ,174g ,MLA
36338, ,Canelitas,33p ,180g ,MLA
36339, ,Lors,None,167g ,MLA
36340, ,Plativolos,18p ,144g ,MLA
36341, ,Tubo,8p ,215g ,MLA
36342, ,Suavicremas,None,158g ,MLA
36343, ,Suavicremas,None,158g ,MLA
36344, ,Tripack,None,75g ,MLA
36345, ,Tripack,None,75g ,MLA
36346, ,Tripack,None,75g ,MLA
36396, ,Sand,None,g ,LON
36398, ,Sand,None,g ,LON
36400, ,Sand,None,g ,LON
36402, ,Duo,None,95g ,TR
36403, ,Duo,None,95g ,TR
36408, ,Nuevo,5p ,50g ,MLA
36410, ,Tortilla,24p ,577g ,TR
36413, ,Mantecadas,8p ,250g ,BIM
36430, ,Bollo,6p ,585g ,BIM
36439, ,Cuernito,None,80g ,LON
36440, ,Sand,None,87g ,LON
36441, ,Sand,None,98g ,LON
36442, ,Sand,None,91g ,LON
36448, ,Sponch,None,960g ,MLA
36453, ,Barri,p ,25g ,BIM
36456, ,Barri,p ,25g ,BIM
36457, ,Barri,p ,25g ,BIM
36460, ,PDQ,None,240g ,BIM
36498, ,Besos,None,g ,GBI
36501, ,Pan,6p ,440g ,BIM
36502, ,Sand,None,91g ,LON
36503, ,Sand,None,98g ,LON
36524, ,Tortilla,24p ,577g ,TR
36529, ,Triki,8p ,69g ,MLA
36530, ,Mantecadas,8p ,250g ,BIM
36531, ,Donas,8p ,210g ,BIM
36532, ,Pastisetas,None,75g ,SUA
36533, ,Duo,None,124g ,BIM
36534, ,Duo,None,124g ,BIM
36535, ,Duo,None,124g ,BIM
36536, ,Napi,2p ,50g ,MLA
36537, ,Napi,2p ,50g ,MLA
36538, ,Napi,2p ,50g ,MLA
36539, ,Pan,None,680g ,BIM
36544, ,Roles,3p ,180g ,BIM
36545, ,Roles,3p ,180g ,BIM
36547, ,Roles,3p ,202g ,BIM
36550, ,Mantecadas,6p ,188g ,BIM
36551, ,Mantecadas,6p ,188g ,BIM
36553, ,Mantecadas,6p ,184g ,BIM
36554, ,Mantecadas,6p ,184g ,BIM
36557, ,Pan,None,680g ,BIM
36561, ,Medias,8p ,340g ,BIM
36562, ,Bimbollos,8p ,450g ,BIM
36576, ,Barritas,None,67g ,MLA
36577, ,Barritas,None,67g ,MLA
36579, ,Marias,None,170g ,LAR
36586, ,Galleta,None,30g ,GBI
36587, ,Deliciosas,None,75g ,LAR
36588, ,Decanelas,None,83g ,LAR
36589, ,Magnas,None,200g ,LAR
36591, ,Canapinas,None,95g ,LAR
36595, ,Chocochispas,None,80g ,LAR
36596, ,Animalitos,None,200g ,LAR
36597, ,Deliciosas,None,180g ,LAR
36598, ,Animalitos,None,200g ,LAR
36599, ,Animalitos,None,200g ,LAR
36600, ,Suavicremas,None,84g ,MLA
36601, ,Suavicremas,None,84g ,MLA
36602, ,Suavicremas,None,84g ,MLA
36610, ,Bolsa,40p ,13g ,MLA
36612, ,Pan,None,None,BIM
36614, ,Pan,None,None,BIM
36618, ,Pan,None,None,BIM
36620, ,Pan,None,None,BIM
36622, ,Pan,None,None,BIM
36627, ,Hot,8p ,g ,BIM
36629, ,Hot,8p ,g ,BIM
36639, ,Mantecadas,2p ,95g ,TR
36640, ,Mini,8p ,360g ,TR
36641, ,Cuernitos,None,200g ,TR
36659, ,Tarima,None,g ,ORO
36671, ,Tortilla,10p ,326g ,DH
36673, ,Torti,20p ,357g ,TR
36687, ,Tarima,None,172g ,MLA
36688, ,Galletero,None,172g ,MLA
36689, ,Galleta,None,62g ,MLA
36690, ,Triki,8p ,80g ,MLA
36691, ,Barritas,None,67g ,MLA
36692, ,Bolsa,40p ,13g ,MLA
36699, ,Choco,2p ,80g ,MLA
36700, ,Gansito,None,50g ,MLA
36706, ,Servilletero,None,None,BIM
36709, ,Tortillina,20p ,610g ,DH
36710, ,Tortillina,20p ,610g ,DH
36711, ,Madalenas,3p ,93g ,BIM
36714, ,Pallet,None,360g ,MLA
36722, ,Salmas,None,140g ,SAN
36723, ,Salmas,None,140g ,SAN
36724, ,Salmas,36p ,648g ,SAN
36725, ,Salmas,48p ,864g ,SAN
36726, ,Tartinas,8p ,104g ,TR
36727, ,Galletas,2p ,54g ,TR
36729, ,Polvoron,None,65g ,TR
36731, ,Galleta,8p ,100g ,TR
36732, ,Galleta,None,57g ,TR
36733, ,Galleton,None,57g ,TR
36734, ,Galleta,None,57g ,TR
36735, ,Galleta,None,57g ,TR
36739, ,Madalenas,3p ,93g ,BIM
36740, ,Madalena,1p ,31g ,BIM
36742, ,Super,12p ,g ,WON
36744, ,Duo,None,110g ,MLA
36745, ,Canelitas,None,207g ,MLA
36746, ,Principe,None,190g ,MLA
36747, ,Triki,None,200g ,MLA
36748, ,Polvorones,None,287g ,MLA
36749, ,Plativolos,None,222g ,MLA
36763, ,Tartinas,8p ,104g ,TR
36764, ,Tartinas,8p ,104g ,TR
36773, ,Donas,21p ,551g ,BIM
36774, ,Pan,None,180g ,BIM
36791, ,Cajilla,None,1140g ,TR
36794, ,Hot,None,g ,BIM
36801, ,Hot,None,g ,BIM
36806, ,Mantecadas,16p ,500g ,BIM
36809, ,Tostada,18p ,216g ,MR
36823, ,Galletas,6p ,66g ,MLA
36830, ,Bon,104p ,30g ,RIC
36831, ,Medias,8p ,340g ,BIM
36843, ,Hot,8p ,g ,BIM
36844, ,Tortilla,10p ,339g ,DH
36851, ,Thins,None,340g ,ORO
36852, ,Thins,None,340g ,ORO
36854, ,Pan,None,None,BIM
36855, ,Pan,None,None,BIM
36872, ,Pan,None,None,BIM
36873, ,Tostada,30p ,360g ,MR
36875, ,Barritas,24p ,55g ,MLA
36876, ,Barritas,24p ,55g ,MLA
36883, ,Deliciosas,None,180g ,LAR
36886, ,Polvorones,14p ,75g ,MLA
36899, ,Pan,None,210g ,BIM
36907, ,Tostado,None,250g ,BIM
36910, ,Bigotes,None,60g ,TR
36911, ,Bigotes,None,60g ,TR
36912, ,Canelitas,None,60g ,MLA
36913, ,Apapacho,5p ,70g ,TR
36918, ,Solecitos,4p ,70g ,TR
36920, ,Bisquet,3p ,140g ,TR
36921, ,Bisquet,3p ,140g ,TR
36924, ,Orejas,4p ,51g ,TR
36927, ,Combo,None,1360g ,SAN
36928, ,Combo,None,1414g ,SAN
36929, ,Combo,None,500g ,SAN
36930, ,Donas,21p ,551g ,BIM
36931, ,Donas,21p ,551g ,BIM
36932, ,Dona,1p ,26g ,BIM
36933, ,Dona,1p ,26g ,BIM
36936, ,Wonder,None,567g ,WON
36940, ,Principe,None,5g ,MLA
36941, ,Barritas,24p ,1320g ,MLA
36942, ,Mini,None,110g ,GBI
36943, ,Mini,None,110g ,GBI
36944, ,Mini,None,110g ,GBI
36945, ,Mini,None,110g ,GBI
36946, ,Canelitas,33p ,180g ,MLA
36947, ,Principe,14p ,152g ,MLA
36948, ,Triki,20p ,174g ,MLA
36949, ,Polvorones,18p ,250g ,MLA
36951, ,Tostada,18p ,216g ,MR
36955, ,Lata,None,300g ,GBI
36960, ,Pachoncitos,2p ,140g ,TR
36963, ,Lata,None,200g ,GBI
36964, ,Galletas,6p ,66g ,MLA
36969, ,Cuadritas,None,186g ,MR
36974, ,Pinguis,1p ,34g ,MLA
36975, ,Pinguis,1p ,34g ,MLA
36978, ,Canelitas,14p ,840g ,MLA
36979, ,Lata,None,300g ,GBI
36983, ,Medio,None,300g ,GBI
36988, ,Canelitas,None,360g ,MLA
36989, ,Combo,None,640g ,SAN
36990, ,Combo,None,290g ,SAN
36991, ,Deliciosas,None,130g ,LAR
36992, ,Deliciosas,None,130g ,LAR
36994, ,Rebanada,2p ,55g ,BIM
36995, ,Rebanada,2p ,55g ,BIM
36996, ,Rebanada,2p ,55g ,BIM
36998, ,Canelitas,33p ,180g ,MLA
36999, ,Principe,14p ,152g ,MLA
37000, ,Triki,20p ,174g ,MLA
37001, ,Polvorones,18p ,250g ,MLA
37002, ,Galleta,None,30g ,GBI
37005, ,Madalenas,3p ,93g ,BIM
37006, ,Madalenas,3p ,93g ,BIM
37007, ,Madalenas,3p ,93g ,BIM
37011, ,Deliciosas,None,170g ,LAR
37014, ,Madalenas,2p ,62g ,BIM
37015, ,Madalenas,2p ,62g ,BIM
37016, ,Madalenas,2p ,62g ,BIM
37017, ,Medio,None,200g ,GBI
37018, ,Mantecadas,16p ,500g ,BIM
37024, ,Tostada,30p ,g ,MR
37031, ,Donas,4p ,105g ,BIM
37032, ,Rebanada,p ,55g ,BIM
37037, ,Bisquet,None,140g ,TR
37057, ,Choco,2p ,80g ,MLA
37058, ,Choco,2p ,80g ,MLA
37059, ,Choco,2p ,80g ,MLA
37075, ,Duo,None,124g ,BIM
37076, ,Duo,None,124g ,BIM
37086, ,Burritos,None,170g ,LON
37130, ,Pan,None,610g ,BIM
37131, ,Pan,None,610g ,BIM
37133, ,Pan,None,610g ,BIM
37134, ,Pan,None,610g ,BIM
37135, ,Pan,None,610g ,BIM
37137, ,Pan,None,610g ,BIM
37139, ,Pan,4p ,293g ,BIM
37149, ,Classicas,4p ,33g ,GBI
37150, ,Tartinas,6p ,78g ,TR
37153, ,Orejitas,None,500g ,GBI
37157, ,12,None,110g ,GBI
37159, ,Nito,1p ,62g ,BIM
37173, ,Tartinas,6p ,78g ,TR
37175, ,Tartinas,6p ,78g ,TR
37177, ,Canelitas,None,60g ,MLA
37185, ,Mini,None,13g ,MLA
37187, ,Orejitas,None,100g ,GBI
37191, ,Panetone,None,750g ,SUA
37202, ,Pachoncitos,2p ,140g ,TR
37210, ,Besos,None,100g ,GBI
37220, ,Galleta,None,57g ,TR
37221, ,Galleta,None,57g ,TR
37222, ,Galleta,None,57g ,TR
37223, ,Galleta,None,57g ,TR
37228, ,Principe,None,5g ,MLA
37232, ,Principe,None,5g ,MLA
37241, ,Tortilla,18p ,305g ,DH
37242, ,Tortilla,18p ,305g ,DH
37264, ,Maxi,3p ,150g ,MLA
37265, ,Maxi,3p ,150g ,MLA
37268, ,Mini,15p ,185g ,MLA
37272, ,Principe,10p ,106g ,MLA
37273, ,Principe,None,5g ,MLA
37281, ,Principe,None,5g ,MLA
37285, ,Lata,None,200g ,GBI
37286, ,Lata,None,200g ,GBI
37287, ,Lata,None,200g ,GBI
37289, ,Lata,None,200g ,GBI
37290, ,Lata,None,200g ,GBI
37291, ,Lata,None,200g ,GBI
37293, ,Media,None,200g ,GBI
37329, ,Pallet,None,392g ,MLA
37350, ,Tortilla,10p ,204g ,DH
37352, ,Tortilla,20p ,427g ,DH
37355, ,Ganchera,15p ,855g ,TR
37356, ,Balcon,12p ,684g ,TR
37359, ,Tortilla,10p ,260g ,DH
37360, ,Canelitas,None,120g ,MLA
37361, ,Canelitas,None,120g ,MLA
37362, ,Canelitas,None,120g ,MLA
37363, ,Canelitas,None,120g ,MLA
37373, ,12Tarima,None,110g ,GBI
37374, ,Tira,None,471g ,GBI
37379, ,Triki,8p ,69g ,MLA
37383, ,Mini,None,110g ,GBI
37388, ,Duo,6p ,620g ,BIM
37396, ,Donas,4p ,105g ,BIM
37400, ,Nacho,None,300g ,MR
37401, ,Nacho,None,300g ,MR
37402, ,Mantecadas,16p ,500g ,BIM
37403, ,Mantecadas,16p ,500g ,BIM
37404, ,Mantecadas,16p ,500g ,BIM
37405, ,Mantecadas,1p ,33g ,BIM
37425, ,Deliciosas,None,130g ,LAR
37426, ,Lata,None,110g ,GBI
37427, ,Leche,None,236ml ,MLA
37441, ,Tortilla,8p ,203g ,DH
37442, ,Classicas,7p ,33g ,GBI
37468, ,Suavicremas,None,237g ,MLA
37469, ,Suavicremas,None,237g ,MLA
37470, ,Tubo,8p ,215g ,MLA
37471, ,Principe,8p ,360g ,MLA
37494, ,Dolce,1p ,30g ,MLA
37495, ,Dolce,1p ,30g ,MLA
37496, ,Dolce,1p ,30g ,MLA
37516, ,Pan,None,640g ,BIM
37519, ,Pan,None,640g ,BIM
37520, ,Pan,None,680g ,BIM
37523, ,Pan,None,680g ,BIM
37569, ,Deliciosas,None,None,LAR
37570, ,Deliciosas,None,None,LAR
37573, ,Deliciosas,None,None,LAR
37574, ,Deliciosas,None,180g ,LAR
37575, ,Deliciosas,None,180g ,LAR
37576, ,Deliciosas,None,180g ,LAR
37577, ,Deliciosas,None,216g ,LAR
37578, ,Deliciosas,None,216g ,LAR
37579, ,Deliciosas,None,216g ,LAR
37580, ,Deliciosas,None,216g ,LAR
37581, ,Deliciosas,None,216g ,LAR
37587, ,Salmitas,None,45g ,SAN
37588, ,Salmitas,5p ,45g ,SAN
37589, ,Tortilla,10p ,260g ,DH
37590, ,Tortilla,10p ,326g ,DH
37593, ,Galleta,1p ,57g ,TR
37610, ,Atun,None,1880g ,NAI
37611, ,Atun,None,1880g ,NAI
37612, ,Atun,None,140g ,NAI
37613, ,Atun,None,140g ,NAI
37614, ,Canela,None,63g ,MCM
37615, ,Pimienta,None,64g ,MCM
37616, ,Te,None,120g ,MCM
37617, ,Te,None,150g ,MCM
37618, ,Salsa,p ,1000g ,EMB
37619, ,Miel,None,1050g ,CAR
37620, ,Mermelada,None,980g ,MCM
37621, ,Pluma,None,500g ,BRL
37622, ,Spaghetti,None,500g ,BRL
37624, ,Pachoncitos,2p ,140g ,TR
37626, ,Pachoncitos,2p ,140g ,TR
37627, ,Salma,None,90g ,SAN
37639, ,Tortillinas,15p ,390g ,TR
37641, ,Tartaleta,None,71g ,GBI
37644, ,LataCorazonChococatBesoNuez200g,p ,200g ,GBI
37645, ,Lata,p ,200g ,GBI
37667, ,Tortilla,8p ,220g ,DH
37688, ,Bollos,12p ,976g ,SL
37689, ,Bollos,8p ,425g ,SL
37690, ,Hot,16p ,570g ,SL
37702, ,Choco,2p ,80g ,MLA
37703, ,Choco,2p ,80g ,MLA
37745, ,Pan,None,640g ,BIM
40217, ,Mantecada,3p ,157g ,TR
40234, ,StarGum,None,8g ,SKD
40290, ,Totopo,None,280g ,MR
40292, ,Roles,2p ,120g ,BIM
40297, ,Pan,None,680g ,BIM
40309, ,Lata,None,454g ,GBI
40310, ,Lata,None,454g ,GBI
40319, ,Lata,None,400g ,GBI
40351, ,Totopo,None,200g ,MR
40430, ,Bollos,None,1350g ,SL
40445, ,Principe,8p ,88g ,MLA
40446, ,Principe,8p ,88g ,MLA
40447, ,Tortillinas,12p ,310g ,TR
40448, ,Tortillinas,12p ,310g ,TR
40449, ,Tortillinas,22p ,570g ,TR
40450, ,Tortillinas,22p ,570g ,TR
40507, ,Mantecadas,1p ,33g ,BIM
40560, ,Galleta,6p ,312g ,BIM
40569, ,Manzana,None,72g ,BIM
40606, ,Tortillinas,12p ,310g ,TR
40639, ,Ami,None,500ml ,JMX
40640, ,Ami,None,500ml ,JMX
40641, ,Ami,None,500ml ,JMX
40665, ,Duo,None,408g ,BIM
40673, ,Choco,2p ,67g ,MLA
40674, ,Choco,2p ,67g ,MLA
40680, ,Leche,None,200ml ,MLA
40747, ,Tostadita,18p ,190g ,MR
40751, ,Mantecadas,None,g ,BIM
40802, ,Nano,None,100g ,GBI
40803, ,Nano,None,100g ,GBI
40804, ,Nano,None,100g ,GBI
40805, ,Nano,None,100g ,GBI
40815, ,Pan,None,360g ,BIM
40820, ,Mantecadas,1p ,33g ,BIM
40839, ,Mini,None,30g ,MLA
40859, ,Choco,15p ,None,MLA
40886, ,Marias,None,170g ,LAR
40889, ,Orejitas,100p ,5g ,TR
40917, ,Bollos,6p ,340g ,WON
40920, ,Super,6p ,445g ,WON
40929, ,Triki,8p ,69g ,MLA
40930, ,Triki,8p ,69g ,MLA
40931, ,Triki,8p ,69g ,MLA
40942, ,Sponch,8p ,120g ,MLA
40944, ,Plativolos,8p ,74g ,MLA
40945, ,Plativolos,8p ,74g ,MLA
40963, ,Bollos,6p ,340g ,WON
40964, ,Bollos,6p ,340g ,WON
40974, ,Super,6p ,445g ,WON
40985, ,Duo,None,124g ,BIM
40987, ,Besos,None,71g ,GBI
40990, ,Polvoroncitos,40p ,25g ,TR
41725, ,DonitasEspolvoreadas,12p ,210g ,BIM
41758, ,Triki,None,225g ,MLA
41829, ,Tortillinas,25p ,325g ,TR
41830, ,Tortillinas,10p ,255g ,TR
41843, ,Leche,None,236ml ,BIM
41921, ,Bimbollos,8p ,640g ,BIM
41935, ,Tortillinas,10p ,255g ,TR
41938, ,Mantecadas,None,123g ,BIM
41986, ,Suavicremas,None,60g ,MLA
41987, ,Suavicremas,None,60g ,MLA
41988, ,Suavicremas,None,60g ,MLA
42014, ,Pan,None,240g ,BIM
42034, ,Medias,2p ,340g ,BIM
42036, ,Magno,None,65g ,LAR
42042, ,Duo,None,150g ,MLA
42049, ,Barritas,6p ,67g ,MLA
42083, ,Sandwich,None,187g ,LON
42084, ,Sandwich,None,187g ,LON
42086, ,Sandwich,None,179g ,LON
42087, ,Sandwich,None,179g ,LON
42089, ,Sandwich,None,175g ,LON
42090, ,Sandwich,None,175g ,LON
42110, ,Tortillinas,10p ,255g ,TR
42117, ,Valentones,None,20g ,BAR
42122, ,Pan,None,680g ,ORO
42128, ,Chips,None,46g ,BAR
42192, ,Bombonete,None,55g ,MLA
42215, ,Bimbollos,12p ,1170g ,BIM
42225, ,Chips,None,46g ,BAR
42227, ,Chips,None,46g ,BAR
42237, ,Tortillina,20p ,610g ,DH
42323, ,Marias,None,170g ,LAR
42351, ,Barra,6p ,204g ,BIM
42386, ,Suavicremas,None,257g ,MLA
42388, ,Suavicremas,None,257g ,MLA
42390, ,Suavicremas,None,257g ,MLA
42434, ,Barra,None,34g ,BIM
42436, ,Barra,6p ,204g ,BIM
42437, ,Barra,6p ,204g ,BIM
42453, ,Takis,None,62g ,BAR
42470, ,Tortillina,30p ,390g ,TR
42538, ,Barra,12p ,408g ,BIM
42590, ,Canelitas,None,30g ,MLA
42616, ,Pan,None,454g ,BIM
42638, ,Mini,None,13g ,MLA
42672, ,Takis,None,59g ,BAR
42783, ,Pastisetas,10p ,70g ,SUA
42791, ,Bimbollos,12p ,675g ,BIM
42792, ,Medias,16p ,680g ,BIM
42869, ,Galletas,2p ,54g ,TR
43000, ,Div,4p ,45g ,TR
43003, ,Decanelas,None,100g ,LAR
43005, ,Bimbollos,6p ,480g ,BIM
43006, ,Pan,None,370g ,BIM
43014, ,Tostado,None,250g ,BIM
43018, ,Palitrigos,None,100g ,BIM
43023, ,Barra,None,32g ,BIM
43027, ,Bran,6p ,240g ,BIM
43028, ,Bran,6p ,240g ,BIM
43033, ,Triki,8p ,69g ,MLA
43034, ,Pan,None,567g ,WON
43037, ,Mantecadas,2p ,None,TR
43038, ,Conchas,2p ,120g ,TR
43039, ,Cuernitos,None,100g ,TR
43040, ,Doraditas,None,110g ,TR
43047, ,Chocochispas,None,220g ,LAR
43052, ,Pan,None,567g ,SUN
43058, ,Sponch,8p ,120g ,MLA
43059, ,Empanizador,None,175g ,BIM
43060, ,Bimbolunch,6p ,354g ,BIM
43061, ,Panera,14p ,65g ,TR
43062, ,Barra,6p ,192g ,BIM
43064, ,Submarinos,3p ,105g ,MLA
43065, ,Rollo,2p ,75g ,MLA
43066, ,Pay,1p ,85g ,MLA
43067, ,Pay,1p ,70g ,MLA
43068, ,Rocko,10p ,44g ,MLA
43069, ,Pinguinos,2p ,80g ,MLA
43070, ,Canelitas,6p ,60g ,MLA
43071, ,Canelitas,None,250g ,MLA
43072, ,Triki,27p ,225g ,MLA
43073, ,Plativolos,None,193g ,MLA
43074, ,Triki,6p ,50g ,MLA
43075, ,Polvorones,4p ,75g ,MLA
43076, ,Polvoron,None,280g ,MLA
43077, ,Principe,None,205g ,MLA
43078, ,Suavicremas,None,60g ,MLA
43079, ,Suavicremas,None,60g ,MLA
43081, ,Gansito,5p ,250g ,MLA
43082, ,Pinguinos,6p ,240g ,MLA
43083, ,Choco,7p ,5g ,MLA
